Summary Level	Geographic Component	State FIPS	Place FIPS	County FIPS	Tract	Zip	Block	Name	Latitude	Longitude	Land Area	Water Area	Population	Housing Units
080	00	06	53000	001	405600			Census Tract 4056	37.801277	-122.236574	424816	0	3734	1484
080	00	06	53000	001	405700			Census Tract 4057	37.799394	-122.228908	543071	0	3757	1396
080	00	06	53000	001	405800			Census Tract 4058	37.793227	-122.232612	517265	0	4777	1357
080	00	06	53000	001	405900			Census Tract 4059	37.789328	-122.238745	927592	0	7883	2132
080	00	06	53000	001	406000			Census Tract 4060	37.789378	-122.249473	2166025	588518	3655	1389
080	00	06	53000	001	406100			Census Tract 4061	37.775428	-122.227926	1867510	57992	4301	1271
080	00	06	53000	001	406201			Census Tract 4062.01	37.785195	-122.230923	402899	0	5802	1475
080	00	06	53000	001	406202			Census Tract 4062.02	37.782228	-122.226470	392313	0	5084	1250
080	00	06	53000	001	406300			Census Tract 4063	37.787978	-122.225141	476306	0	4410	1244
080	00	06	53000	001	406400			Census Tract 4064	37.794262	-122.219462	536397	23415	2276	713
080	00	06	53000	001	406500			Census Tract 4065	37.787677	-122.217140	739941	0	6253	1934
080	00	06	53000	001	406600			Census Tract 4066	37.794677	-122.210101	1164904	0	7805	2702
080	00	06	53000	001	406700			Census Tract 4067	37.801677	-122.202878	1687015	0	5224	2208
080	00	06	53000	001	406800			Census Tract 4068	37.796427	-122.196402	953343	0	3611	1411
080	00	06	53000	001	406900			Census Tract 4069	37.794727	-122.190660	882554	0	3695	1504
080	00	06	53000	001	407000			Census Tract 4070	37.788227	-122.201927	860348	0	6652	2170
080	00	06	53000	001	407100			Census Tract 4071	37.779828	-122.213127	1035302	0	8376	2415
080	00	06	53000	001	407200			Census Tract 4072	37.776835	-122.217923	700732	0	7039	1823
080	00	06	53000	001	407300			Census Tract 4073	37.764928	-122.211677	2353620	258795	2516	731
080	00	06	53000	001	407400			Census Tract 4074	37.771561	-122.208135	516362	0	4157	1160
080	00	06	53000	001	407500			Census Tract 4075	37.769928	-122.197664	506005	0	4388	1307
080	00	06	53000	001	407600			Census Tract 4076	37.776545	-122.203103	1057033	0	6681	2199
080	00	06	53000	001	407700			Census Tract 4077	37.776428	-122.192953	923726	0	4599	1815
080	00	06	53000	001	407800			Census Tract 4078	37.782227	-122.188976	1199742	0	2453	806
080	00	06	53000	001	407900			Census Tract 4079	37.787660	-122.185102	1225222	0	2788	1153
080	00	06	53000	001	408000			Census Tract 4080	37.802860	-122.181481	1865209	8309	2404	928
080	00	06	53000	001	408100			Census Tract 4081	37.783527	-122.157494	8663320	0	5756	2435
080	00	06	53000	001	408200			Census Tract 4082	37.773628	-122.176722	898713	0	4388	1771
080	00	06	53000	001	408300			Census Tract 4083	37.770895	-122.164798	1521391	0	4799	1787
080	00	06	53000	001	408400			Census Tract 4084	37.764128	-122.171576	526776	0	3782	1265
080	00	06	53000	001	408500			Census Tract 4085	37.759278	-122.178692	853809	0	5307	1633
080	00	06	53000	001	408600			Census Tract 4086	37.765045	-122.183473	1086602	0	5232	1705
080	00	06	53000	001	408700			Census Tract 4087	37.768478	-122.189138	1138672	0	7504	2412
080	00	06	53000	001	408800			Census Tract 4088	37.757878	-122.195934	1196601	0	5174	1544
080	00	06	53000	001	408900			Census Tract 4089	37.753978	-122.189691	813276	0	3339	1033
080	00	06	53000	001	409000			Census Tract 4090 (part)	37.734079	-122.198893	16337546	42652834	3327	989
080	00	06	53000	001	409100			Census Tract 4091	37.732579	-122.183392	489798	0	2163	648
080	00	06	53000	001	409200			Census Tract 4092	37.727962	-122.177865	679098	0	3111	875
080	00	06	53000	001	409300			Census Tract 4093	37.735079	-122.173206	1073368	0	5492	1536
080	00	06	53000	001	409400			Census Tract 4094	37.744479	-122.177326	1265775	0	4455	1121
080	00	06	53000	001	409500			Census Tract 4095	37.750428	-122.181115	854310	0	3555	959
080	00	06	53000	001	409600			Census Tract 4096	37.751978	-122.173136	753274	0	5235	1549
080	00	06	53000	001	409700			Census Tract 4097	37.755202	-122.166493	802838	0	5208	1612
080	00	06	53000	001	409800			Census Tract 4098	37.759878	-122.156610	1766677	0	3250	1217
080	00	06	53000	001	409900			Census Tract 4099	37.758328	-122.135742	4754884	0	3499	1443
080	00	06	53000	001	410000			Census Tract 4100 (part)	37.744078	-122.135644	6582869	175854	2846	1157
080	00	06	53000	001	410100			Census Tract 4101	37.746061	-122.153328	805451	0	2784	977
080	00	06	53000	001	410200			Census Tract 4102	37.744278	-122.156925	617729	0	3550	1174
080	00	06	53000	001	410300			Census Tract 4103	37.746728	-122.166183	574017	0	3728	1030
080	00	06	53000	001	410400			Census Tract 4104	37.740929	-122.160901	702502	0	3366	1090
080	00	06	56938	001	426100			Census Tract 4261	37.821527	-122.225469	2953216	0	6126	2170
080	00	06	56938	001	426200			Census Tract 4262	37.824694	-122.241067	1418321	0	4826	1689
080	00	06	68084	001	409000			Census Tract 4090 (part)	37.722167	-122.195137	5235	0	0	0
080	00	06	49194	013	352202			Census Tract 3522.02 (part)	37.837293	-122.137592	3597063	0	1856	841
080	00	06	54232	013	352201			Census Tract 3522.01 (part)	37.850925	-122.147721	2613029	0	2090	774
080	00	06	54232	013	352202			Census Tract 3522.02 (part)	37.844560	-122.150757	725679	0	337	122
080	00	06	99999	013	352202			Census Tract 3522.02 (part)	37.832926	-122.164676	9622425	0	77	37
080	00	06	99999	013	353001			Census Tract 3530.01 (part)	37.846298	-122.198198	5536442	0	1	2
